image_id,target_ar,rank,candidate_id,source,source_group,score_final,why_tags
bigstock_image_326554759,16:9,3,16x9_g12x12_sjit0_i0034,jitter,jitter,0.980074,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|centered_subject|context_loss|copy_space_kept|symmetry
bigstock_image_326554759,16:9,4,16x9_g12x12_s2_i0068,grid,grid,0.975714,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|context_loss|copy_space_kept|horizon_on_third|phi_grid
bigstock_image_326554759,16:9,5,16x9_g12x12_s1_i0093,grid,grid,0.961577,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|context_loss|copy_space_kept|horizon_on_third|phi_grid
bigstock_image_326554759,3:4,1,3x4_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,1.00477,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|context_loss|copy_space_kept|rule_of_thirds|symmetry
bigstock_image_326554759,3:4,2,3x4_g12x12_s2_i0028,grid,grid,0.994554,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|context_loss|copy_space_kept|phi_grid|rule_of_thirds
bigstock_image_326554759,3:4,3,3x4_g12x12_smx1_i0003,baseline_maxarea_slide,baseline,0.993151,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|context_loss|copy_space_kept|phi_grid|rule_of_thirds
bigstock_image_326554759,3:4,4,3x4_g12x12_s1_i0033,grid,grid,0.964617,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|context_loss|copy_space_kept|phi_grid|rule_of_thirds
bigstock_image_326554759,3:4,5,3x4_g12x12_s0_i0054,grid,grid,0.94745,ar_fits_well|avoid_face_cut|avoid_person_cut|context_loss|copy_space_kept|horizon_on_third|rule_of_thirds|symmetry
bigstock_image_326554759,4:3,1,4x3_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,1.044286,ar_fits_well|avoid_face_cut|avoid_person_cut|context_loss|copy_space_kept|phi_grid|rule_of_thirds|symmetry
bigstock_image_326554759,4:3,2,4x3_g12x12_s3_i0047,grid,grid,1.003097,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|centered_subject|context_loss|copy_space_kept|horizon_on_third
bigstock_image_326554759,4:3,3,4x3_g12x12_s2_i0056,grid,grid,0.993124,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|context_loss|copy_space_kept|horizon_on_third|phi_grid
bigstock_image_326554759,4:3,4,4x3_g12x12_s2_i0062,grid,grid,0.977477,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|centered_subject|context_loss|copy_space_kept|horizon_on_third
bigstock_image_326554759,4:3,5,4x3_g12x12_sphi0_12_i0031,phi_thirds,phi,0.968624,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|centered_subject|context_loss|copy_space_kept|phi_grid
sstk_image_1442319950,1:1,1,1x1_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,-5.39839,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|centered_subject|context_loss|phi_grid|rule_of_thirds
sstk_image_1442319950,1:1,2,1x1_g12x12_s2_i0047,grid,grid,-8.233708,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|context_loss|symmetry
sstk_image_1442319950,1:1,3,1x1_g12x12_s3_i0039,grid,grid,-8.940464,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|context_loss|phi_grid|rule_of_thirds|symmetry
sstk_image_1442319950,1:1,4,1x1_g12x12_s3_i0037,grid,grid,-8.941108,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|context_loss|phi_grid|rule_of_thirds|symmetry
sstk_image_1442319950,1:1,5,1x1_g12x12_s4_i0035,grid,grid,-9.718484,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|context_loss|phi_grid|rule_of_thirds|symmetry
sstk_image_1442319950,9:16,1,9x16_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,-15.486255,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|centered_subject|context_loss|phi_grid|rule_of_thirds
sstk_image_1442319950,9:16,2,9x16_g12x12_s1_i0020,grid,grid,-19.990673,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|context_loss|phi_grid|rule_of_thirds|symmetry
sstk_image_1442319950,9:16,3,9x16_g12x12_s1_i0021,grid,grid,-19.992342,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|context_loss|phi_grid|rule_of_thirds|symmetry
sstk_image_1442319950,9:16,4,9x16_g12x12_s0_i0036,grid,grid,-20.447876,ar_fits_well|avoid_face_cut|avoid_person_cut|context_loss|phi_grid|rule_of_thirds|symmetry|tight_crop
sstk_image_1442319950,9:16,5,9x16_g12x12_smx0_i0002,baseline_maxarea_slide,baseline,-22.6056,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|context_loss|symmetry
sstk_image_1442319950,16:9,1,16x9_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,-2.288297,ar_fits_well|avoid_face_cut|avoid_person_cut|centered_subject|context_loss|phi_grid|rule_of_thirds|symmetry
sstk_image_1442319950,16:9,2,16x9_g12x12_s4_i0080,grid,grid,-5.781986,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|context_loss|symmetry
sstk_image_1442319950,16:9,3,16x9_g12x12_s2_i0094,grid,grid,-10.82935,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|context_loss|symmetry
sstk_image_1442319950,16:9,4,16x9_g12x12_sphi0_9_i0069,phi_thirds,phi,-13.256166,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|context_loss|symmetry
sstk_image_1442319950,16:9,5,16x9_g12x12_s1_i0122,grid,grid,-13.281656,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|context_loss|symmetry
sstk_image_1442319950,3:4,1,3x4_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,-9.747117,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|centered_subject|context_loss|phi_grid|rule_of_thirds
sstk_image_1442319950,3:4,2,3x4_g12x12_s1_i0030,grid,grid,-13.000994,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|context_loss|phi_grid|rule_of_thirds|symmetry
sstk_image_1442319950,3:4,3,3x4_g12x12_s2_i0024,grid,grid,-13.504955,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|context_loss|phi_grid|rule_of_thirds|symmetry
sstk_image_1442319950,3:4,4,3x4_g12x12_s2_i0023,grid,grid,-13.519967,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|context_loss|phi_grid|rule_of_thirds|symmetry
sstk_image_1442319950,3:4,5,3x4_g12x12_s2_i0022,grid,grid,-16.471142,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|context_loss|symmetry
sstk_image_1442319950,4:3,1,4x3_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,-2.089454,ar_fits_well|avoid_face_cut|avoid_person_cut|centered_subject|context_loss|phi_grid|rule_of_thirds|symmetry
sstk_image_1442319950,4:3,2,4x3_g12x12_s4_i0047,grid,grid,-5.591286,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|context_loss|phi_grid|rule_of_thirds|symmetry
sstk_image_1442319950,4:3,3,4x3_g12x12_s4_i0045,grid,grid,-5.5966,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|context_loss|phi_grid|rule_of_thirds|symmetry
sstk_image_1442319950,4:3,4,4x3_g12x12_s3_i0051,grid,grid,-5.632645,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|context_loss|symmetry
sstk_image_1442319950,4:3,5,4x3_g12x12_sphi0_13_i0039,phi_thirds,phi,-11.88149,ar_fits_well|avoid_face_cut|avoid_person_cut|context_loss|symmetry|tight_crop
sstk_image_712424092,1:1,1,1x1_g12x12_smx1_i0003,baseline_maxarea_slide,baseline,-0.699364,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|centered_subject|context_loss|headroom_ok|lookroom_violation
sstk_image_712424092,1:1,2,1x1_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,-3.528195,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|context_loss|headroom_ok|lookroom_ok|phi_grid
sstk_image_712424092,1:1,3,1x1_g12x12_sjit2_i0032,jitter,jitter,-1.845624,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|centered_subject|context_loss|headroom_ok|lookroom_violation
sstk_image_712424092,1:1,4,1x1_g12x12_steach_cgs_jit0_15_i0006,teacher:jitter,teacher_seed,-1.938057,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|centered_subject|context_loss|headroom_ok|lookroom_violation
sstk_image_712424092,1:1,5,1x1_g12x12_steach_cgs_jit0_16_i0016,teacher:jitter,teacher_seed,-2.237318,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|centered_subject|context_loss|headroom_ok|lookroom_violation
sstk_image_712424092,9:16,1,9x16_g12x12_smx0_i0002,baseline_maxarea_slide,baseline,-15.507268,ar_fits_well|avoid_face_cut|balanced_crop|context_loss|headroom_ok|lookroom_ok
sstk_image_712424092,9:16,2,9x16_g12x12_steach_cacnet_jit0_10_i0006,teacher:jitter,teacher_seed,-14.052918,ar_fits_well|avoid_face_cut|balanced_crop|context_loss|headroom_ok|lookroom_ok
sstk_image_712424092,9:16,3,9x16_g12x12_s1_i0042,grid,grid,-20.56403,ar_fits_well|avoid_face_cut|balanced_crop|context_loss|headroom_ok|lookroom_violation
sstk_image_712424092,9:16,4,9x16_g12x12_s0_i0056,grid,grid,-25.067583,ar_fits_well|avoid_face_cut|context_loss|headroom_violation|lookroom_violation|tight_crop
sstk_image_712424092,9:16,5,9x16_g12x12_s0_i0055,grid,grid,-25.086837,ar_fits_well|avoid_face_cut|context_loss|headroom_ok|horizon_on_third|lookroom_violation|tight_crop
sstk_image_712424092,16:9,1,16x9_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,-1.618811,ar_fits_well|avoid_face_cut|avoid_person_cut|centered_subject|context_loss|headroom_violation|lookroom_ok|phi_grid
sstk_image_712424092,16:9,2,16x9_g12x12_steach_cgs_jit0_16_i0011,teacher:jitter,teacher_seed,-1.378851,ar_fits_well|avoid_face_cut|avoid_person_cut|centered_subject|context_loss|headroom_violation|lookroom_ok|phi_grid
sstk_image_712424092,16:9,3,16x9_g12x12_steach_cgs_jit0_11_i0008,teacher:jitter,teacher_seed,-1.398146,ar_fits_well|avoid_face_cut|avoid_person_cut|centered_subject|context_loss|headroom_violation|lookroom_ok|phi_grid
sstk_image_712424092,16:9,4,16x9_g12x12_steach_cgs_jit0_15_i0010,teacher:jitter,teacher_seed,-1.922352,ar_fits_well|avoid_face_cut|avoid_person_cut|centered_subject|context_loss|headroom_violation|lookroom_ok|phi_grid
sstk_image_712424092,16:9,5,16x9_g12x12_steach_cgs_jit0_10_i0007,teacher:jitter,teacher_seed,-1.932359,ar_fits_well|avoid_face_cut|avoid_person_cut|centered_subject|context_loss|headroom_violation|lookroom_ok|phi_grid
sstk_image_712424092,3:4,1,3x4_g12x12_steach_cgs_proj0_i0005,teacher:cgs,teacher_seed,-5.842279,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|centered_subject|context_loss|headroom_ok|lookroom_violation
sstk_image_712424092,3:4,2,3x4_g12x12_steach_cgs_jit0_13_i0011,teacher:jitter,teacher_seed,-6.525286,ar_fits_well|avoid_face_cut|balanced_crop|centered_subject|context_loss|headroom_ok|lookroom_violation|phi_grid
sstk_image_712424092,3:4,3,3x4_g12x12_steach_cgs_jit0_12_i0010,teacher:jitter,teacher_seed,-6.53679,ar_fits_well|avoid_face_cut|balanced_crop|context_loss|headroom_ok|lookroom_violation|phi_grid|rule_of_thirds
sstk_image_712424092,3:4,4,3x4_g12x12_steach_gaic_jit0_15_i0006,teacher:jitter,teacher_seed,-7.618147,ar_fits_well|avoid_face_cut|balanced_crop|context_loss|headroom_ok|lookroom_violation|phi_grid|rule_of_thirds
sstk_image_712424092,3:4,5,3x4_g12x12_steach_cgs_jit0_11_i0017,teacher:jitter,teacher_seed,-7.654076,ar_fits_well|avoid_face_cut|balanced_crop|context_loss|headroom_ok|lookroom_violation|phi_grid|rule_of_thirds
sstk_image_712424092,4:3,1,4x3_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,-0.694493,ar_fits_well|avoid_face_cut|avoid_person_cut|centered_subject|context_loss|headroom_ok|lookroom_ok|phi_grid
sstk_image_712424092,4:3,2,4x3_g12x12_steach_cacnet_jit0_23_i0005,teacher:jitter,teacher_seed,1.050834,ar_fits_well|avoid_face_cut|avoid_person_cut|centered_subject|context_loss|headroom_ok|lookroom_ok|phi_grid
sstk_image_712424092,4:3,3,4x3_g12x12_smx0_i0002,baseline_maxarea_slide,baseline,1.040911,ar_fits_well|avoid_face_cut|avoid_person_cut|centered_subject|context_loss|headroom_ok|lookroom_ok|phi_grid
sstk_image_712424092,4:3,4,4x3_g12x12_steach_cgs_jit0_16_i0019,teacher:jitter,teacher_seed,1.028317,ar_fits_well|avoid_face_cut|avoid_person_cut|centered_subject|context_loss|headroom_violation|lookroom_violation|phi_grid
sstk_image_712424092,4:3,5,4x3_g12x12_steach_gaic_jit0_16_i0011,teacher:jitter,teacher_seed,-0.434288,ar_fits_well|avoid_face_cut|avoid_person_cut|centered_subject|context_loss|headroom_ok|lookroom_ok|phi_grid
sstk_image_1322374571,1:1,1,1x1_g12x12_smy1_i0002,baseline_maxarea_slide,baseline,-1.211866,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|context_loss|headroom_violation|phi_grid|rule_of_thirds
sstk_image_1322374571,1:1,2,1x1_g12x12_steach_cacnet_jit0_13_i0006,teacher:jitter,teacher_seed,-2.137223,ar_fits_well|avoid_face_cut|balanced_crop|context_loss|headroom_ok|phi_grid|rule_of_thirds|symmetry
sstk_image_1322374571,1:1,3,1x1_g12x12_steach_cacnet_jit0_16_i0013,teacher:jitter,teacher_seed,-2.728389,ar_fits_well|avoid_face_cut|balanced_crop|context_loss|headroom_violation|phi_grid|rule_of_thirds|symmetry
sstk_image_1322374571,1:1,4,1x1_g12x12_steach_cacnet_jit0_11_i0010,teacher:jitter,teacher_seed,-2.733415,ar_fits_well|avoid_face_cut|balanced_crop|context_loss|headroom_violation|phi_grid|rule_of_thirds|symmetry
sstk_image_1322374571,1:1,5,1x1_g12x12_steach_cacnet_proj0_i0004,teacher:cacnet,teacher_seed,-3.378582,ar_fits_well|avoid_face_cut|balanced_crop|context_loss|headroom_ok|phi_grid|rule_of_thirds|symmetry
sstk_image_1322374571,9:16,1,9x16_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,-0.744685,ar_fits_well|avoid_face_cut|avoid_person_cut|context_loss|headroom_violation|phi_grid|rule_of_thirds|symmetry
sstk_image_1322374571,9:16,2,9x16_g12x12_steach_cacnet_jit0_10_i0003,teacher:jitter,teacher_seed,1.097311,ar_fits_well|avoid_face_cut|avoid_person_cut|context_loss|headroom_violation|phi_grid|rule_of_thirds|symmetry
sstk_image_1322374571,9:16,3,9x16_g12x12_sjit0_i0022,jitter,jitter,-0.514662,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|centered_subject|context_preserved|headroom_ok|symmetry
sstk_image_1322374571,9:16,4,9x16_g12x12_s3_i0044,grid,grid,-0.825797,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|context_preserved|headroom_ok|phi_grid|rule_of_thirds
sstk_image_1322374571,9:16,5,9x16_g12x12_s3_i0046,grid,grid,-3.642513,ar_fits_well|avoid_face_cut|balanced_crop|context_loss|headroom_violation|rule_of_thirds|symmetry
sstk_image_1322374571,16:9,1,16x9_g12x12_smy0_i0002,baseline_maxarea_slide,baseline,-18.076983,ar_fits_well|avoid_face_cut|balanced_crop|context_loss|headroom_violation|symmetry
sstk_image_1322374571,16:9,2,16x9_g12x12_s0_i0047,grid,grid,-24.049452,ar_fits_well|avoid_face_cut|context_loss|headroom_violation|symmetry|tight_crop
sstk_image_1322374571,16:9,3,16x9_g12x12_s1_i0041,grid,grid,-24.184045,ar_fits_well|avoid_face_cut|balanced_crop|context_loss|headroom_violation|symmetry
sstk_image_1322374571,16:9,4,16x9_g12x12_s0_i0065,grid,grid,-24.812049,ar_fits_well|avoid_face_cut|context_loss|headroom_violation|symmetry|tight_crop
sstk_image_1322374571,16:9,5,16x9_g12x12_s1_i0040,grid,grid,-28.046096,ar_fits_well|avoid_face_cut|context_loss|headroom_violation|symmetry|tight_crop
sstk_image_1322374571,3:4,1,3x4_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,-0.634489,ar_fits_well|avoid_face_cut|avoid_person_cut|context_loss|headroom_violation|phi_grid|rule_of_thirds|symmetry
sstk_image_1322374571,3:4,2,3x4_g12x12_smy0_i0002,baseline_maxarea_slide,baseline,1.112191,ar_fits_well|avoid_face_cut|avoid_person_cut|context_loss|headroom_violation|phi_grid|rule_of_thirds|symmetry
sstk_image_1322374571,3:4,3,3x4_g12x12_s4_i0041,grid,grid,-0.709379,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|context_loss|headroom_ok|rule_of_thirds|symmetry
sstk_image_1322374571,3:4,4,3x4_g12x12_s2_i0054,grid,grid,-1.916708,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|context_preserved|headroom_violation|phi_grid|rule_of_thirds
sstk_image_1322374571,3:4,5,3x4_g12x12_s2_i0064,grid,grid,-5.703697,ar_fits_well|avoid_face_cut|balanced_crop|context_loss|headroom_violation|symmetry
sstk_image_1322374571,4:3,1,4x3_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,-9.226385,ar_fits_well|avoid_face_cut|balanced_crop|context_loss|headroom_violation|phi_grid|rule_of_thirds|symmetry
sstk_image_1322374571,4:3,2,4x3_g12x12_s2_i0039,grid,grid,-13.851626,ar_fits_well|avoid_face_cut|balanced_crop|context_loss|headroom_violation|symmetry
sstk_image_1322374571,4:3,3,4x3_g12x12_s2_i0038,grid,grid,-16.803925,ar_fits_well|avoid_face_cut|balanced_crop|context_loss|headroom_violation|symmetry
sstk_image_1322374571,4:3,4,4x3_g12x12_s0_i0053,grid,grid,-20.197053,ar_fits_well|avoid_face_cut|context_preserved|headroom_ok|symmetry|tight_crop
sstk_image_1322374571,4:3,5,4x3_g12x12_s2_i0037,grid,grid,-20.523681,ar_fits_well|avoid_face_cut|balanced_crop|context_loss|headroom_violation|symmetry
sstk_image_350501519,1:1,1,1x1_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,-5.128991,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|context_loss|symmetry
sstk_image_350501519,1:1,2,1x1_g12x12_steach_cacnet_proj0_i0004,teacher:cacnet,teacher_seed,-9.153843,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|context_loss|horizon_on_third|symmetry
sstk_image_350501519,1:1,3,1x1_g12x12_s2_i0081,grid,grid,-13.202595,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|context_loss|horizon_on_third|symmetry
sstk_image_350501519,1:1,4,1x1_g12x12_s2_i0090,grid,grid,-13.217245,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|context_loss|horizon_on_third|symmetry
sstk_image_350501519,1:1,5,1x1_g12x12_s1_i0095,grid,grid,-18.881254,ar_fits_well|avoid_face_cut|avoid_person_cut|context_preserved|symmetry|tight_crop
sstk_image_350501519,9:16,1,9x16_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,-2.492683,ar_fits_well|avoid_face_cut|avoid_person_cut|context_loss|phi_grid|rule_of_thirds|symmetry|wide_crop
sstk_image_350501519,9:16,2,9x16_g12x12_s3_i0040,grid,grid,-5.543126,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|context_loss|symmetry
sstk_image_350501519,9:16,3,9x16_g12x12_s2_i0049,grid,grid,-8.6419,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|context_loss|symmetry
sstk_image_350501519,9:16,4,9x16_g12x12_s2_i0055,grid,grid,-8.664488,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|context_loss|symmetry
sstk_image_350501519,9:16,5,9x16_g12x12_s1_i0071,grid,grid,-11.848415,ar_fits_well|avoid_face_cut|avoid_person_cut|context_loss|horizon_on_third|symmetry|tight_crop
sstk_image_350501519,16:9,1,16x9_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,-15.028208,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|context_loss|horizon_on_third|symmetry
sstk_image_350501519,16:9,2,16x9_g12x12_s0_i0073,grid,grid,-1.468219,ar_fits_well|avoid_face_cut|avoid_person_cut|context_loss|symmetry|tight_crop
sstk_image_350501519,16:9,3,16x9_g12x12_s1_i0060,grid,grid,-19.748601,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|context_loss|horizon_on_third|symmetry
sstk_image_350501519,16:9,4,16x9_g12x12_steach_cacnet_jit0_13_i0008,teacher:jitter,teacher_seed,-21.537143,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|context_loss|symmetry
sstk_image_350501519,16:9,5,16x9_g12x12_s1_i0058,grid,grid,-27.496784,ar_fits_well|avoid_face_cut|avoid_person_cut|context_preserved|symmetry|tight_crop
sstk_image_350501519,3:4,1,3x4_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,-1.905093,ar_fits_well|avoid_face_cut|avoid_person_cut|context_loss|rule_of_thirds|symmetry|wide_crop
sstk_image_350501519,3:4,2,3x4_g12x12_steach_cacnet_jit0_6_i0031,teacher:jitter,teacher_seed,-5.553396,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|context_loss|symmetry
sstk_image_350501519,3:4,3,3x4_g12x12_s2_i0073,grid,grid,-10.457184,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|context_loss|horizon_on_third|symmetry
sstk_image_350501519,3:4,4,3x4_g12x12_s2_i0082,grid,grid,-10.472945,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|context_loss|horizon_on_third|symmetry
sstk_image_350501519,3:4,5,3x4_g12x12_sphi0_6_i0048,phi_thirds,phi,-11.823477,ar_fits_well|avoid_face_cut|avoid_person_cut|context_loss|horizon_on_third|symmetry|tight_crop
sstk_image_350501519,4:3,1,4x3_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,-9.430208,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|context_loss|symmetry
sstk_image_350501519,4:3,2,4x3_g12x12_s2_i0057,grid,grid,-13.341171,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|context_loss|horizon_on_third|symmetry
sstk_image_350501519,4:3,3,4x3_g12x12_steach_cacnet_proj0_i0005,teacher:cacnet,teacher_seed,-14.71432,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|context_loss|horizon_on_third|symmetry
sstk_image_350501519,4:3,4,4x3_g12x12_s2_i0055,grid,grid,-19.32688,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|context_preserved|symmetry
sstk_image_350501519,4:3,5,4x3_g12x12_s1_i0061,grid,grid,-19.520901,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|context_loss|symmetry
sstk_image_378288403,1:1,1,1x1_g12x12_smy1_i0003,baseline_maxarea_slide,baseline,-0.872051,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|context_preserved|symmetry
sstk_image_378288403,1:1,2,1x1_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,-5.10915,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|context_loss|rule_of_thirds|symmetry
sstk_image_378288403,1:1,3,1x1_g12x12_s2_i0068,grid,grid,-2.796952,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|context_preserved|rule_of_thirds|symmetry
sstk_image_378288403,1:1,4,1x1_g12x12_s3_i0052,grid,grid,-4.135396,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|context_preserved|rule_of_thirds|symmetry
sstk_image_378288403,1:1,5,1x1_g12x12_s2_i0067,grid,grid,-5.375548,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|context_preserved|rule_of_thirds|symmetry
sstk_image_378288403,9:16,1,9x16_g12x12_smx0_i0002,baseline_maxarea_slide,baseline,-0.863197,ar_fits_well|avoid_face_cut|avoid_person_cut|context_preserved|rule_of_thirds|symmetry|wide_crop
sstk_image_378288403,9:16,2,9x16_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,-2.538268,ar_fits_well|avoid_face_cut|avoid_person_cut|context_loss|symmetry|wide_crop
sstk_image_378288403,9:16,3,9x16_g12x12_s2_i0061,grid,grid,-2.433319,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|context_preserved|phi_grid|rule_of_thirds|symmetry
sstk_image_378288403,9:16,4,9x16_g12x12_s3_i0046,grid,grid,-2.903849,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|context_preserved|rule_of_thirds|symmetry
sstk_image_378288403,9:16,5,9x16_g12x12_s1_i0086,grid,grid,-2.976476,ar_fits_well|avoid_face_cut|avoid_person_cut|context_preserved|phi_grid|rule_of_thirds|symmetry|tight_crop
sstk_image_378288403,16:9,1,16x9_g12x12_smy1_i0003,baseline_maxarea_slide,baseline,-6.668708,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|context_preserved|symmetry
sstk_image_378288403,16:9,2,16x9_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,-15.002025,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|context_preserved|symmetry
sstk_image_378288403,16:9,3,16x9_g12x12_s1_i0050,grid,grid,-10.106402,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|context_preserved|rule_of_thirds|symmetry
sstk_image_378288403,16:9,4,16x9_g12x12_s0_i0075,grid,grid,-11.062031,ar_fits_well|avoid_face_cut|avoid_person_cut|context_preserved|rule_of_thirds|symmetry|tight_crop
sstk_image_378288403,16:9,5,16x9_g12x12_s1_i0048,grid,grid,-11.990226,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|context_preserved|symmetry
sstk_image_378288403,3:4,1,3x4_g12x12_smy0_i0002,baseline_maxarea_slide,baseline,-0.833817,ar_fits_well|avoid_face_cut|avoid_person_cut|context_loss|rule_of_thirds|symmetry|wide_crop
sstk_image_378288403,3:4,2,3x4_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,-1.878467,ar_fits_well|avoid_face_cut|avoid_person_cut|context_loss|rule_of_thirds|symmetry|wide_crop
sstk_image_378288403,3:4,3,3x4_g12x12_s3_i0061,grid,grid,-2.565641,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|context_preserved|rule_of_thirds|symmetry
sstk_image_378288403,3:4,4,3x4_g12x12_s2_i0076,grid,grid,-2.651708,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|context_preserved|symmetry
sstk_image_378288403,3:4,5,3x4_g12x12_s1_i0101,grid,grid,-2.664362,ar_fits_well|avoid_face_cut|avoid_person_cut|context_preserved|phi_grid|rule_of_thirds|symmetry|tight_crop
sstk_image_378288403,4:3,1,4x3_g12x12_smy1_i0003,baseline_maxarea_slide,baseline,-3.035112,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|context_preserved|symmetry
sstk_image_378288403,4:3,2,4x3_g12x12_smaxc_i0001,baseline_maxarea_center,baseline,-9.36309,ar_fits_well|avoid_face_cut|avoid_person_cut|balanced_crop|context_preserved|symmetry
